jk,wjk
9, -0.831024
10, 0.108723
11, 0.646646
12, -0.756763
13, 0.213087
14, -0.908238
15, 0.149049
1, -0.163095
2, -0.653567
3, -0.416627
4, 0.317323
5, 0.648938
6, -0.568100
7, -0.661775
8, 0.482245
9, -0.829204
10, 0.108912
11, 0.643699
12, -0.755018
13, 0.213209
14, -0.910132
15, 0.150170
1, -0.162339
2, -0.654171
3, -0.415806
4, 0.317378
5, 0.648894
6, -0.568039
7, -0.661740
8, 0.482217
9, -0.829165
10, 0.109018
11, 0.643613
12, -0.754902
13, 0.214091
14, -0.910837
15, 0.151129
1, -0.162611
2, -0.652606
3, -0.416399
4, 0.316809
5, 0.652171
6, -0.569281
7, -0.662299
8, 0.485439
9, -0.830386
10, 0.108492
11, 0.646645
12, -0.756050
13, 0.213994
14, -0.910274
15, 0.150916
1, -0.162511
2, -0.654307
3, -0.415172
4, 0.316972
5, 0.649408
6, -0.567287
7, -0.662134
8, 0.482640
9, -0.828366
10, 0.108637
11, 0.644183
12, -0.754274
13, 0.214083
14, -0.911787
15, 0.152008
1, -0.161612
2, -0.655283
3, -0.413947
4, 0.317044
5, 0.649330
6, -0.567189
7, -0.662034
8, 0.482531
9, -0.828230
10, 0.108938
11, 0.643857
12, -0.753864
13, 0.215094
14, -0.912884
15, 0.153385
1, -0.161870
2, -0.653563
3, -0.414825
4, 0.316449
5, 0.653286
6, -0.569211
7, -0.662548
8, 0.485951
9, -0.829977
10, 0.108501
11, 0.646760
12, -0.755348
13, 0.215002
14, -0.912279
15, 0.153076
1, -0.161495
2, -0.655076
3, -0.412376
4, 0.316732
5, 0.652146
6, -0.567365
7, -0.662320
8, 0.485032
9, -0.828490
10, 0.108754
11, 0.645741
12, -0.753699
13, 0.215383
14, -0.913812
15, 0.155558
1, -0.160610
2, -0.655756
3, -0.411382
4, 0.316778
5, 0.652110
6, -0.567313
7, -0.662298
8, 0.485015
9, -0.828465
10, 0.108816
11, 0.645693
12, -0.753628
13, 0.216494
14, -0.914666
15, 0.156807
1, -0.160895
2, -0.654708
3, -0.411869
4, 0.315975
5, 0.655061
6, -0.568684
7, -0.663094
8, 0.487942
9, -0.829825
10, 0.108091
11, 0.648360
12, -0.754867
13, 0.216387
14, -0.914272
15, 0.156624
1, -0.160748
2, -0.657086
3, -0.410613
4, 0.316142
5, 0.652370
6, -0.567263
7, -0.662889
8, 0.484617
9, -0.828069
10, 0.108295
11, 0.645055
12, -0.753122
13, 0.216535
14, -0.916663
15, 0.157887
1, -0.159719
2, -0.658086
3, -0.409211
4, 0.316235
5, 0.652279
6, -0.567135
7, -0.662811
8, 0.484541
9, -0.827963
10, 0.108503
11, 0.644854
12, -0.752839
13, 0.217751
14, -0.917844
15, 0.159543
1, -0.160091
2, -0.656864
3, -0.409714
4, 0.315320
5, 0.655291
6, -0.568377
7, -0.663727
8, 0.487556
9, -0.829206
10, 0.107639
11, 0.647696
12, -0.754011
13, 0.217617
14, -0.917403
15, 0.159361
1, -0.159965
2, -0.658930
3, -0.408359
4, 0.315477
5, 0.652694
6, -0.566674
7, -0.663553
8, 0.484676
9, -0.827317
10, 0.107806
11, 0.644937
12, -0.752201
13, 0.217737
14, -0.919379
15, 0.160657
1, -0.158868
2, -0.659819
3, -0.406950
4, 0.315530
5, 0.652651
6, -0.566606
7, -0.663492
8, 0.484627
9, -0.827238
10, 0.107970
11, 0.644804
12, -0.751991
13, 0.219169
14, -0.920539
15, 0.162497
1, -0.159348
2, -0.657921
3, -0.407662
4, 0.314594
5, 0.656354
6, -0.567996
7, -0.664400
8, 0.488218
9, -0.828587
10, 0.107116
11, 0.648180
12, -0.753258
13, 0.218987
14, -0.919821
15, 0.162227
1, -0.159189
2, -0.659807
3, -0.405875
4, 0.314788
5, 0.654061
6, -0.565822
7, -0.664238
8, 0.486299
9, -0.826767
10, 0.107272
11, 0.646340
12, -0.751514
13, 0.219120
14, -0.921393
15, 0.163717
1, -0.158271
2, -0.661040
3, -0.404393
4, 0.314900
5, 0.653910
6, -0.565641
7, -0.664069
8, 0.486073
9, -0.826496
10, 0.107558
11, 0.645955
12, -0.751051
13, 0.220454
14, -0.923186
15, 0.165872
1, -0.158826
2, -0.658921
3, -0.405126
4, 0.313886
5, 0.657783
6, -0.566980
7, -0.665079
8, 0.489929
9, -0.827829
10, 0.106592
11, 0.649645
12, -0.752327
13, 0.220205
14, -0.922236
15, 0.165544
1, -0.158688
2, -0.659991
3, -0.403488
4, 0.314088
5, 0.656214
6, -0.564578
7, -0.664940
8, 0.488848
9, -0.826175
10, 0.106700
11, 0.648810
12, -0.751050
13, 0.220343
14, -0.923305
15, 0.167180
1, -0.157347
2, -0.661035
3, -0.401725
4, 0.314166
5, 0.656154
6, -0.564477
7, -0.664900
8, 0.488818
9, -0.826123
10, 0.106820
11, 0.648717
12, -0.750892
13, 0.221944
14, -0.924551
15, 0.169284
1, -0.157586
2, -0.660426
3, -0.402130
4, 0.312973
5, 0.659190
6, -0.566495
7, -0.666041
8, 0.491722
9, -0.828054
10, 0.105931
11, 0.650979
12, -0.752396
13, 0.221848
14, -0.924306
15, 0.169121
1, -0.157531
2, -0.662363
3, -0.400916
4, 0.313055
5, 0.656298
6, -0.564682
7, -0.665957
8, 0.488746
9, -0.826189
10, 0.106009
11, 0.648224
12, -0.750669
13, 0.221894
14, -0.925937
15, 0.170143
1, -0.156451
2, -0.663996
3, -0.399079
4, 0.313239
5, 0.656020
6, -0.564370
7, -0.665723
8, 0.488392
9, -0.825790
10, 0.106398
11, 0.647636
12, -0.750008
13, 0.223359
14, -0.928151
15, 0.172634
1, -0.156806
2, -0.663329
3, -0.399440
4, 0.311861
5, 0.658608
6, -0.565772
7, -0.667106
8, 0.490990
9, -0.827198
10, 0.105121
11, 0.650034
12, -0.751307
13, 0.223234
14, -0.927915
15, 0.172506
1, -0.156482
2, -0.665019
3, -0.397214
4, 0.312077
5, 0.657475
6, -0.564280
7, -0.666862
8, 0.489718
9, -0.825521
10, 0.105403
11, 0.648564
12, -0.749370
13, 0.223580
14, -0.929727
15, 0.174893
1, -0.155283
2, -0.666440
3, -0.395318
4, 0.312232
5, 0.657293
6, -0.564036
7, -0.666726
8, 0.489557
9, -0.825306
10, 0.105660
11, 0.648260
12, -0.748964
13, 0.225185
14, -0.931628
15, 0.177429
1, -0.155671
2, -0.665638
3, -0.395770
4, 0.310801
5, 0.660246
6, -0.565698
7, -0.668117
8, 0.492427
9, -0.826921
10, 0.104454
11, 0.650748
12, -0.750364
13, 0.225063
14, -0.931377
15, 0.177288
1, -0.155546
2, -0.666961
3, -0.394051
4, 0.310973
5, 0.658438
6, -0.563349
7, -0.667986
8, 0.491046
9, -0.825128
10, 0.104564
11, 0.649589
12, -0.748859
13, 0.225182
14, -0.932630
15, 0.178916
1, -0.154421
2, -0.668421
3, -0.392206
4, 0.311125
5, 0.658241
6, -0.563100
7, -0.667799
8, 0.490804
9, -0.824822
10, 0.104871
11, 0.649190
12, -0.748354
13, 0.226857
14, -0.934804
15, 0.181663
1, -0.155227
2, -0.665987
3, -0.392954
4, 0.309745
5, 0.662409
6, -0.564381
7, -0.669208
8, 0.495060
9, -0.826130
10, 0.103497
11, 0.653342
12, -0.749630
13, 0.226459
14, -0.933604
15, 0.181295
1, -0.154895
2, -0.666880
3, -0.390388
4, 0.309963
5, 0.661821
6, -0.562693
7, -0.669112
8, 0.494802
9, -0.825387
10, 0.103612
11, 0.653033
12, -0.748745
13, 0.226768
14, -0.934432
15, 0.183675
1, -0.153748
2, -0.668554
3, -0.388410
4, 0.310163
5, 0.661530
6, -0.562349
7, -0.668881
8, 0.494464
9, -0.824988
10, 0.103971
11, 0.652509
12, -0.748125
13, 0.228417
14, -0.936840
15, 0.186519
1, -0.154417
2, -0.666821
3, -0.389132
4, 0.308687
5, 0.665350
6, -0.563939
7, -0.670347
8, 0.498260
9, -0.826568
10, 0.102611
11, 0.656028
12, -0.749590
13, 0.228106
14, -0.936036
15, 0.186185
1, -0.154169
2, -0.668795
3, -0.387152
4, 0.308873
5, 0.663875
6, -0.562460
7, -0.670107
8, 0.496354
9, -0.824657
10, 0.102870
11, 0.653972
12, -0.747528
13, 0.228386
14, -0.938260
15, 0.188415
1, -0.152221
2, -0.670475
3, -0.384299
4, 0.309038
5, 0.663733
6, -0.562219
7, -0.669968
8, 0.496234
9, -0.824454
10, 0.103332
11, 0.653574
12, -0.746852
13, 0.230524
14, -0.940105
15, 0.191548
1, -0.152600
2, -0.669776
3, -0.384731
4, 0.307379
5, 0.666799
6, -0.564110
7, -0.671591
8, 0.499232
9, -0.826304
10, 0.101980
11, 0.656073
12, -0.748394
13, 0.230372
14, -0.939823
15, 0.191374
1, -0.152290
2, -0.670714
3, -0.382216
4, 0.307575
5, 0.666203
6, -0.562512
7, -0.671485
8, 0.498910
9, -0.825440
10, 0.102105
11, 0.655694
12, -0.747380
13, 0.230682
14, -0.940764
15, 0.193894
1, -0.150355
2, -0.672413
3, -0.379360
4, 0.307710
5, 0.666084
6, -0.562313
7, -0.671331
8, 0.498776
9, -0.825214
10, 0.102586
11, 0.655272
12, -0.746669
13, 0.232907
14, -0.942717
15, 0.197177
1, -0.150901
2, -0.671368
3, -0.379874
4, 0.306019
5, 0.669321
6, -0.563906
7, -0.673046
8, 0.502056
9, -0.826829
10, 0.101021
11, 0.658267
12, -0.748143
13, 0.232644
14, -0.942213
15, 0.196929
1, -0.150726
2, -0.672900
3, -0.377819
4, 0.306194
5, 0.667793
6, -0.561856
7, -0.672897
8, 0.500753
9, -0.825080
10, 0.101164
11, 0.657021
12, -0.746471
13, 0.232825
14, -0.943800
15, 0.199060
1, -0.149170
2, -0.675043
3, -0.375217
4, 0.306422
5, 0.667478
6, -0.561473
7, -0.672560
8, 0.500289
9, -0.824517
10, 0.101780
11, 0.656171
12, -0.745439
13, 0.234867
14, -0.946614
15, 0.202476
1, -0.149686
2, -0.674299
3, -0.375604
4, 0.304535
5, 0.670200
6, -0.562890
7, -0.674468
8, 0.503042
9, -0.825949
10, 0.099965
11, 0.658790
12, -0.746802
13, 0.234674
14, -0.946335
15, 0.202330
1, -0.149339
2, -0.675706
3, -0.372908
4, 0.304741
5, 0.669368
6, -0.561294
7, -0.674298
8, 0.502353
9, -0.824628
10, 0.100180
11, 0.657918
12, -0.745131
13, 0.235029
14, -0.947775
15, 0.205091
1, -0.147770
2, -0.677926
3, -0.370270
4, 0.304956
5, 0.669063
6, -0.560933
7, -0.673892
8, 0.501778
9, -0.823945
10, 0.100896
11, 0.656905
12, -0.743928
13, 0.237176
14, -0.950813
15, 0.208700
1, -0.148474
2, -0.676687
3, -0.370800
4, 0.303066
5, 0.672386
6, -0.562353
7, -0.675830
8, 0.505186
9, -0.825401
10, 0.099034
11, 0.660180
12, -0.745327
13, 0.236828
14, -0.950201
15, 0.208438
1, -0.148136
2, -0.677770
3, -0.368098
4, 0.303263
5, 0.671756
6, -0.560782
7, -0.675709
8, 0.504800
9, -0.824440
10, 0.099185
11, 0.659696
12, -0.744119
13, 0.237170
14, -0.951295
15, 0.211168
1, -0.146552
2, -0.679703
3, -0.365499
4, 0.303483
5, 0.671488
6, -0.560421
7, -0.675494
8, 0.504537
9, -0.824086
10, 0.099594
11, 0.659197
12, -0.743449
13, 0.239264
14, -0.953851
15, 0.214604
1, -0.147417
2, -0.677871
3, -0.366262
4, 0.301587
5, 0.675504
6, -0.562093
7, -0.677357
8, 0.508483
9, -0.825729
10, 0.097870
11, 0.662848
12, -0.744969
13, 0.238913
14, -0.953106
15, 0.214294
1, -0.147334
2, -0.679329
3, -0.364731
4, 0.301723
5, 0.673103
6, -0.559573
7, -0.677235
8, 0.506343
9, -0.823483
10, 0.097965
11, 0.661178
12, -0.743217
13, 0.238999
14, -0.954620
15, 0.215882
1, -0.145238
2, -0.681522
3, -0.361474
4, 0.301968
5, 0.672846
6, -0.559192
7, -0.676995
8, 0.506091
9, -0.823110
10, 0.098582
11, 0.660532
12, -0.742257
13, 0.241398
14, -0.957129
15, 0.219611
1, -0.145739
2, -0.680859
3, -0.361840
4, 0.299864
5, 0.675629
6, -0.560729
7, -0.679143
8, 0.508932
9, -0.824679
10, 0.096551
11, 0.663219
12, -0.743741
13, 0.241150
14, -0.956801
15, 0.219429
1, -0.145498
2, -0.682628
3, -0.359551
4, 0.300048
5, 0.674284
6, -0.558989
7, -0.678948
8, 0.507500
9, -0.822825
10, 0.096760
11, 0.661686
12, -0.741757
13, 0.241418
14, -0.958763
15, 0.221969
1, -0.143710
2, -0.684657
3, -0.356685
4, 0.300255
5, 0.674050
6, -0.558657
7, -0.678692
8, 0.507210
9, -0.822415
10, 0.097274
11, 0.661103
12, -0.740933
13, 0.243793
14, -0.961459
15, 0.225777
1, -0.144575
2, -0.683173
3, -0.357294
4, 0.298149
5, 0.677660
6, -0.560139
7, -0.680842
8, 0.510896
9, -0.823928
10, 0.095204
11, 0.664652
12, -0.742389
13, 0.243382
14, -0.960753
15, 0.225488
1, -0.144447
2, -0.684587
3, -0.355338
4, 0.298307
5, 0.675924
6, -0.557739
7, -0.680732
8, 0.509683
9, -0.822252
10, 0.095298
11, 0.663617
12, -0.740958
13, 0.243508
14, -0.962141
15, 0.227406
1, -0.142483
2, -0.686285
3, -0.352426
4, 0.298429
5, 0.675818
6, -0.557558
7, -0.680614
8, 0.509581
9, -0.822077
10, 0.095601
11, 0.663355
12, -0.740510
13, 0.246086
14, -0.964371
15, 0.231230
1, -0.143262
2, -0.685114
3, -0.352947
4, 0.296221
5, 0.679137
6, -0.559035
7, -0.682878
8, 0.512985
9, -0.823591
10, 0.093401
11, 0.666662
12, -0.741981
13, 0.245684
14, -0.963765
15, 0.230961
1, -0.143178
2, -0.687408
3, -0.351724
4, 0.296349
5, 0.675633
6, -0.557166
7, -0.682729
8, 0.508940
9, -0.821434
10, 0.093539
11, 0.662899
12, -0.739974
13, 0.245765
14, -0.965985
15, 0.232145
1, -0.140570
2, -0.689608
3, -0.347858
4, 0.296563
5, 0.675452
6, -0.556850
7, -0.682519
8, 0.508762
9, -0.821122
10, 0.094252
11, 0.662297
12, -0.738917
13, 0.248623
14, -0.968396
15, 0.236381
1, -0.141258
2, -0.688238
3, -0.348684
4, 0.294367
5, 0.679828
6, -0.559485
7, -0.684533
8, 0.512777
9, -0.823540
10, 0.092659
11, 0.665471
12, -0.740829
13, 0.248329
14, -0.967810
15, 0.236028
1, -0.141010
2, -0.690312
3, -0.346082
4, 0.294555
5, 0.678262
6, -0.557520
7, -0.684381
8, 0.511500
9, -0.821938
10, 0.092843
11, 0.663933
12, -0.738899
13, 0.248554
14, -0.969693
15, 0.238391
1, -0.138937
2, -0.692857
3, -0.342701
4, 0.294820
5, 0.677935
6, -0.557087
7, -0.683956
8, 0.510978
9, -0.821245
10, 0.093679
11, 0.662907
12, -0.737536
13, 0.251237
14, -0.972987
15, 0.242766
1, -0.139945
2, -0.690761
3, -0.343620
4, 0.292613
5, 0.682526
6, -0.559099
7, -0.686134
8, 0.515508
9, -0.823232
10, 0.091699
11, 0.667026
12, -0.739342
13, 0.250721
14, -0.971914
15, 0.242295
1, -0.139811
2, -0.692721
3, -0.341583
4, 0.292760
5, 0.680370
6, -0.556859
7, -0.686002
8, 0.513569
9, -0.821216
10, 0.091825
11, 0.665169
12, -0.737412
13, 0.250849
14, -0.973804
15, 0.244259
1, -0.137421
2, -0.694484
3, -0.338139
4, 0.292879
5, 0.680283
6, -0.556688
7, -0.685927
8, 0.513514
9, -0.821109
10, 0.092071
11, 0.664987
12, -0.737057
13, 0.253738
14, -0.975934
15, 0.248421
1, -0.138205
2, -0.693282
3, -0.338724
4, 0.290530
5, 0.683884
6, -0.558442
7, -0.688337
8, 0.517210
9, -0.822908
10, 0.089826
11, 0.668430
12, -0.738734
13, 0.253292
14, -0.975250
15, 0.248087
1, -0.138073
2, -0.695987
3, -0.337199
4, 0.290683
5, 0.680756
6, -0.556678
7, -0.688151
8, 0.513401
9, -0.820761
10, 0.090009
11, 0.664679
12, -0.736619
13, 0.253425
14, -0.977983
15, 0.249629
1, -0.135855
2, -0.698521
3, -0.333613
4, 0.290947
5, 0.680454
6, -0.556251
7, -0.687750
8, 0.512943
9, -0.820112
10, 0.090824
11, 0.663747
12, -0.735300
13, 0.256294
14, -0.981262
15, 0.254269
1, -0.136265
2, -0.697866
3, -0.334117
4, 0.288440
5, 0.684467
6, -0.559335
7, -0.690028
8, 0.516588
9, -0.822915
10, 0.089322
11, 0.666152
12, -0.737149
13, 0.256137
14, -0.981011
15, 0.254076
1, -0.136074
2, -0.700870
3, -0.332289
4, 0.288610
5, 0.681793
6, -0.557708
7, -0.689819
8, 0.513310
9, -0.820919
10, 0.089544
11, 0.662651
12, -0.735019
13, 0.256325
14, -0.983967
15, 0.255875
1, -0.133409
2, -0.702803
3, -0.328384
4, 0.288735
5, 0.681703
6, -0.557525
7, -0.689682
8, 0.513211
9, -0.820719
10, 0.090022
11, 0.662305
12, -0.734318
13, 0.259530
14, -0.986292
15, 0.260570
1, -0.133949
2, -0.702050
3, -0.328883
4, 0.286173
5, 0.685270
6, -0.559889
7, -0.692145
8, 0.516639
9, -0.822991
10, 0.088088
11, 0.664997
12, -0.736102
13, 0.259323
14, -0.986004
15, 0.260379
1, -0.133806
2, -0.703869
3, -0.326724
4, 0.286289
5, 0.683805
6, -0.558149
7, -0.692020
8, 0.515061
9, -0.821117
10, 0.088222
11, 0.663306
12, -0.734095
13, 0.259477
14, -0.987946
15, 0.262684
1, -0.131100
2, -0.705832
3, -0.322747
4, 0.286449
5, 0.683689
6, -0.557914
7, -0.691939
8, 0.515002
9, -0.820998
10, 0.088515
11, 0.663093
12, -0.733664
13, 0.262588
14, -0.990203
15, 0.267256
1, -0.131589
2, -0.705243
3, -0.323121
4, 0.283864
5, 0.686797
6, -0.559886
7, -0.694556
8, 0.518150
9, -0.822995
10, 0.086231
11, 0.665841
12, -0.735407
13, 0.262318
14, -0.989879
15, 0.267050
1, -0.131558
2, -0.706464
3, -0.321436
4, 0.283912
5, 0.684969
6, -0.557363
7, -0.694526
8, 0.517009
9, -0.821420
10, 0.086254
11, 0.664964
12, -0.734197
13, 0.262348
14, -0.991004
15, 0.268603
1, -0.129055
2, -0.710921
3, -0.317491
4, 0.284359
5, 0.684173
6, -0.556658
7, -0.693235
8, 0.514709
9, -0.819384
10, 0.088310
11, 0.661301
12, -0.730956
13, 0.265581
14, -0.996764
15, 0.273701
1, -0.129832
2, -0.709165
3, -0.318750
4, 0.281722
5, 0.690139
6, -0.560934
7, -0.695283
8, 0.519341
9, -0.822704
10, 0.086999
11, 0.664267
12, -0.733081
13, 0.265263
14, -0.996045
15, 0.273185
1, -0.129676
2, -0.711259
3, -0.316622
4, 0.281846
5, 0.688471
6, -0.559239
7, -0.695135
8, 0.517353
9, -0.820684
10, 0.087159
11, 0.662122
12, -0.730902
13, 0.265430
14, -0.998289
15, 0.275467
1, -0.127031
2, -0.713677
3, -0.312516
4, 0.282053
5, 0.688281
6, -0.558917
7, -0.694844
8, 0.517087
9, -0.820233
10, 0.087942
11, 0.661406
12, -0.729686
13, 0.268701
14, -1.001280
15, 0.280545
1, -0.127931
2, -0.712399
3, -0.313154
4, 0.279368
5, 0.692094
6, -0.560820
7, -0.697536
8, 0.520910
9, -0.822141
10, 0.085490
11, 0.664887
12, -0.731424
13, 0.268270
14, -1.000668
15, 0.280239
1, -0.127881
2, -0.714304
3, -0.311666
4, 0.279455
5, 0.688786
6, -0.558237
7, -0.697457
8, 0.517888
9, -0.819781
10, 0.085555
11, 0.662388
12, -0.729472
13, 0.268313
14, -1.002316
15, 0.281526
1, -0.125020
2, -0.716488
3, -0.307414
4, 0.279649
5, 0.688638
6, -0.557949
7, -0.697317
8, 0.517781
9, -0.819572
10, 0.086021
11, 0.662032
12, -0.728779
13, 0.271627
14, -1.004847
15, 0.286452
1, -0.125894
2, -0.714983
3, -0.308313
4, 0.276896
5, 0.693384
6, -0.560783
7, -0.699835
8, 0.522122
9, -0.822165
10, 0.084075
11, 0.665388
12, -0.730784
13, 0.271262
14, -1.004218
15, 0.286077
1, -0.125732
2, -0.717236
3, -0.305930
4, 0.277012
5, 0.691763
6, -0.559068
7, -0.699716
8, 0.520458
9, -0.820405
10, 0.084218
11, 0.663386
12, -0.728666
13, 0.271416
14, -1.006364
15, 0.288346
1, -0.122306
2, -0.720131
3, -0.300702
4, 0.277282
5, 0.691535
6, -0.558656
7, -0.699370
8, 0.520166
9, -0.819877
10, 0.085529
11, 0.662278
12, -0.726665
13, 0.275084
14, -1.009463
15, 0.293943
1, -0.122889
2, -0.719264
3, -0.301300
4, 0.274469
5, 0.695721
6, -0.561546
7, -0.702020
8, 0.524108
9, -0.822598
10, 0.083632
11, 0.665101
12, -0.728614
13, 0.274812
14, -1.009059
15, 0.293665
1, -0.122825
2, -0.721318
3, -0.299965
4, 0.274572
5, 0.692390
6, -0.559381
7, -0.701905
8, 0.520398
9, -0.820187
10, 0.083733
11, 0.661833
12, -0.726490
13, 0.274876
14, -1.011124
15, 0.295007
1, -0.119209
2, -0.725568
3, -0.294579
4, 0.274892
5, 0.692013
6, -0.558903
7, -0.701022
8, 0.519360
9, -0.818872
10, 0.086180
11, 0.658957
12, -0.722845
13, 0.278815
14, -1.015753
15, 0.300872
1, -0.119817
2, -0.724629
3, -0.295209
4, 0.272081
5, 0.696352
6, -0.561813
7, -0.703757
8, 0.523582
9, -0.821703
10, 0.084168
11, 0.662063
12, -0.724928
13, 0.278437
14, -1.015170
15, 0.300481
1, -0.119760
2, -0.726710
3, -0.293629
4, 0.272166
5, 0.693293
6, -0.559489
7, -0.703672
8, 0.520530
9, -0.819385
10, 0.084243
11, 0.659371
12, -0.722884
13, 0.278491
14, -1.017102
15, 0.301948
1, -0.116707
2, -0.731022
3, -0.288847
4, 0.272675
5, 0.692574
6, -0.558693
7, -0.702614
8, 0.519036
9, -0.817728
10, 0.086317
11, 0.656439
12, -0.719632
13, 0.282138
14, -1.022255
15, 0.307664
1, -0.117754
2, -0.729574
3, -0.289550
4, 0.269706
5, 0.696680
6, -0.560687
7, -0.705610
8, 0.523178
9, -0.819740
10, 0.083571
11, 0.660236
12, -0.721477
13, 0.281583
14, -1.021488
15, 0.307292
1, -0.117686
2, -0.731589
3, -0.287753
4, 0.269786
5, 0.694333
6, -0.558593
7, -0.705526
8, 0.520711
9, -0.817539
10, 0.083651
11, 0.657895
12, -0.719388
13, 0.281652
14, -1.023504
15, 0.309090
1, -0.114297
2, -0.734320
3, -0.282703
4, 0.269994
5, 0.694165
6, -0.558283
7, -0.705173
8, 0.520427
9, -0.817014
10, 0.084932
11, 0.656863
12, -0.717479
13, 0.285536
14, -1.026635
15, 0.314879
1, -0.114919
2, -0.733225
3, -0.283551
4, 0.266899
5, 0.699621
6, -0.562508
7, -0.707806
8, 0.525067
9, -0.820607
10, 0.083456
11, 0.659465
12, -0.719494
13, 0.285247
14, -1.026126
15, 0.314485
1, -0.114818
2, -0.735776
3, -0.281794
4, 0.267006
5, 0.696901
6, -0.560635
7, -0.707681
8, 0.521892
9, -0.818421
10, 0.083581
11, 0.656282
12, -0.717303
13, 0.285347
14, -1.028650
15, 0.316222
1, -0.112401
2, -0.738495
3, -0.277913
4, 0.267333
5, 0.696533
6, -0.560109
7, -0.707332
8, 0.521500
9, -0.817861
10, 0.084329
11, 0.655441
12, -0.716102
13, 0.288576
14, -1.032282
15, 0.321409
1, -0.113298
2, -0.736792
3, -0.279057
4, 0.264255
5, 0.702376
